id,text,ground_truth
tone_920,"[Announcer]: Mark Udall's looking over his shoulder again. His ad says folks in Washington should quit all the partisan bickering. But Udall is part of the problem in Washington - opposing drilling for years, leaving America dependent on foreign oil as gas price soar. Now, Udall has voted for a drilling plan that the press calls a sham and even a Democrat says it won't see the light of day. Mark Udall, liberal, partisan and his past is about to catch up with him. The National Republican Senatorial Committee is responsible for the content of this advertising. [PFB]: NATIONAL REPUBLICAN SENATORIAL COMMITTEE",negative
tone_921,"[Nancy Anderson]: ""We're Claremont and Nancy Anderson and we live in Hoffman, Minnesota. We're the parents of Major Stuart M. Anderson who was killed in Iraq."" [Claremont Anderson]: ""You always figure that your sons and daughters will bury you. You don't have to bury them."" [Nancy Anderson]: ""I just blame the bad policies on President Bush, Norm Coleman, who voted for this."" [Claremont Anderson]: ""Norm's gotta go. He's gotta go."" [Announcer]: The Democratic Senatorial Campaign Committee is responsible for the content of this advertising. [PFB]: DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE",negative
tone_922,"[Mary Landrieu]: I'm Mary Landrieu and I approve this message. [Announcer]: Look out! Spinning and flipping John Kennedy ran for Attorney General as a Democrat and lost. Ran for governor and quit. Ran for Senate and conservatives called Kennedy a liberal Democrat. He loses. Kennedy endorsed John Kerry, but now switches parties to run for Senate and is all over the place on the minimum wage, taxes and would cut Social Security. John Kennedy - one confused politician. [PFB]: FRIENDS OF MARY LANDRIEU",negative
tone_923,"[Jim Slattery]: ""This is a million dollars. Senator Pat Roberts has accepted nearly one million dollars in campaign contributions from financial institutions and voted to repeal laws that protected Kansans since the Great Depression. Now Roberts, the Bush administration and greedy, Wall Street money changers have us headed into a one-trilion-dollar hole. That's more than enough cash to fill a hundred airplane hangars. Send me to Washington, and I'll deliver your message. No more deals. I'm Jim Slattery, and I approve this message."" [PFB]: DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE & SLATTERY FOR SENATE",negative
tone_924,"[Bob Meaders]: ""My grandson, Justin, was headed to Iraq, but the helmet he was issued just wasn't as safe as it could be. So I started raising money to equip him and his company. And that's when Al Franken offered to help. Al just made it his mission to raise money for improved helmets. Almost 40,000 improved helmets to date. I may be a conservative Republican from Texas, but I know Al Franken is a patriot. I'm proud to call him my friend and a friend of the troops and of America."" [Al Franken]: ""I'm Al Franken, and I'm proud to approve this message."" [PFB]: AL FRANKEN FOR SENATE",positive
tone_925,"[Announcer]: When Saxby Chambliss backed the big Wall Street bailout, it cost $2,000 for every man, woman and child in Georgia. When he supports tax breaks for corporations that outsource, it costs American workers their jobs. From special interest trade deals to tax breaks for wealthy CEOs. When Saxby takes care of business, Georgia's middle class pays the price. Tell Saxby no more tax breaks and bailouts for Wall Street. The rest of us can't afford it any longer. Citizens for Strength and Security is responsible for the content of this advertising. [PFB]: CITIZENS FOR STRENGTH AND SECURITY",
tone_926,"[Announcer]: Times are tough, but in the US Senate who has Elizabeth Dole been voting for? Oil Companies. Dole voted to give oil companies tax breaks six times, and she voted to protect $13 billion in tax breaks for big oil. While voting against clean energy incentives that create jobs. And Dole even voted against cracking down on Wall Street oil speculators. Say NO to big oil, by saying NO to Elizabeth Dole. The League of Conservation voters is responsible for the content of this advertising. [PFB]: LEAGUE OF CONSERVATION VOTERS",negative
tone_927,"[Announcer]: It's more than just the FBI raid on Ted Stevens's house and his indictment. Now we know that Stevens used his power to send more than 100 million dollars to various groups around the state. These groups all hired Ted Stevens's lobbyist son Ben. Ted got them the taxpayers' money, they in turn paid Ben. Stevens once used his power for Alaska. Now, he uses his power for himself. Ted Stevens. It's not about Alaska anymore. The Democratic Senatorial Campaign Committee is responsible for the content of this advertising. [PFB]: DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE",negative
tone_928,"[Announcer]: He's south Jersey's Rob Andrews. The son and grandson of shipyard workers, Andrews was the first in his family to go to college. When they tried to dump toxic chemicals in the Delaware, Andrews stopped them. He brought a high-tech defense center to our area, creating jobs and he's always been on our side. [Rob Andrews]: ""I'm Democratic Congressman Rob Andrews and I approve this message because south Jersey hasn't had a Senator in over 50 years. On June 3rd, let's change that and let's change Washington."" [PFB]: ANDREWS FOR SENATE",positive
tone_929,"[Announcer]: What did George Bush and Bob Schaffer think would happen? They pushed an economic policy that rewarded greed. Schaffer voted for tax breaks to corporations that ship jobs overseas, to protect the pensions of CEO's who signed false financial documents, and for billions in tax breaks to oil companies. They took care of Wall Street and hurt the middle-class. George Bush is leaving Washington, why would we send Bob Schaffer back? The Democratic Senatorial Committee is responsible for the content of this advertising. [PFB]: DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE",negative
tone_930,"[Announcer]: Our economy broken. Our middle class is being choked. And Mark Udall gets it. That's why Udall's voted to reduce taxes for middle-class families and small businesses 65 times. While Bob Schaffer offers more huge tax breaks for oil companies and even more tax giveaways for corporations shipping our jobs overseas. [Mark Udall]: ""We're all Coloradans who deserve better than when Washington sells out to special interests. I'm Mark Udall and I approve this message."" [PFB]: UDALL FOR COLORADO",positive
tone_931,"[Mitch McConnell]: ""Building Kentucky's future in tough economic times, it's a challenge. That's why I secured more than 150 million dollars for programs and research at the University of Louisville. U of L is not only a world-class university. It's a major creator of jobs in the region. And investments in cancer and other medical research will help improve lives across Kentucky. I'm Mitch McConnell, and I approve this message because creating good jobs and strengthening Kentucky's economy is my top priority."" [PFB]: MCCONNELL SENATE COMMITTEE '08",positive
tone_932,"[Gordon Smith]: ""I'm Gordon Smith and I approve this ad."" [Announcer]: Jeff Merkley raised taxes, then spent millions on luxurious new furniture. What's worse? Merkley cut home care for seniors by four million, and doubled spending on legislative staff. That's right, four million more for staff, four million less for seniors. Higher taxes, and less care for us. Luxurious offices, and more staff for them. That's Jeff Merkley, and that's wrong. [PFB]: FRIENDS OF GORDON SMITH",negative
tone_933,"[Norm Coleman]: ""I'm Norm Coleman, and I approve this message."" [Footage of Al Franken]: ""I love corporations that play by the rules... and we have to make them play by the rules."" [Announcer]: But, Franken was fined a $25,000 penalty for not providing workers' comp in New York, and 5,800 for failing to file California income taxes. Turns out Franken didn't pay taxes in 17 other states for five years, and Franken still won't reveal whether he owes unpaid taxes from before 2003. [Footage of Al Franken]: ""We have to make or break by the rules..."" [PFB]: COLEMAN FOR SENATE '08",negative
tone_934,"[Announcer]: They're at it again. Powerful interests with false attacks on Mark Udall. The facts: Mark Udall's voted to reduce taxes on middle class families and Colorado's small businesses 65 times - it's true -While Bob Schaffer and his special interest allies keep giving away billions in tax breaks to billionaires and big oil companies. [Mark Udall]: ""We're all Coloradans, we deserve better than when Washington sells out to special interests. I'm Mark Udall and I approve this message."" [PFB]: UDALL FOR COLORADO",positive
