id,ground_truth,text,implied_statement,implied_statement_without_target_info
hatespeech_target_4544,non white people," rt another hate hoax : police nab notorious  "" white supremacist "" "" who drew swastikas around a college """,non-white people are conspiring,{'conspiring'}
hatespeech_target_4545,liberals,i believe that sjw are making white men the scapegoats  like hitler did w jews .,Liberals blame whites,{'blame'}
hatespeech_target_4546,black people,: whites are not supremacist and whites who are against white nationalism should move to a black,Black people are offensive,{'offensive'}
hatespeech_target_4547,liberals,speaking out against obama ! #rt #stopislam #makedclisten #crusades #wakeupamerica,Liberals want Islam to take over America,"{'want', 'take'}"
hatespeech_target_4548,liberals,the left wants white pipo to go away ...,liberals don't like white people,{'like'}
hatespeech_target_4549,non white people,the whole point of conservatism is to suppress white racial consciousness .,non-white people are inferior,{'inferior'}
hatespeech_target_4550,white people,stop hurting white people .,White people shouldn't be hurt.,{'hurt'}
hatespeech_target_4551,muslims," should we rename the white house the  "" white mosque ? "" "" #rt #stopislam #makedclisten #wakeupamerica """,Muslims don't belong in the White House.,"{'house', 'belong'}"
hatespeech_target_4552,white people,the system is anti-white and anti-southern . i am pro-white and pro-southern . which side are you on ?,whites are discriminated against,{'discriminated'}
hatespeech_target_4553,muslims,are patriotic native white jews permitted to join to stop the invading muslims ?,Muslim are invaders.,{'invader'}
hatespeech_target_4554,white people,white people wanting to live is racist .,Whites are inferior.,{'inferior'}
hatespeech_target_4555,jewish people,"  "" defeat "" "" is the wrong word to use . the bible / quran to some extent is the means to stand up to the jews . """,Jews are devious,{'devious'}
hatespeech_target_4556,minorities,meaning 1 white for every 30 ?,Minorities are taking over.,{'taking'}
hatespeech_target_4557,black people,too many blacks in the south to leave . gotta cut it in half . you still can keep half . you're gonna lose them anyway . might as well make deal,Blacks are inferior.,{'inferior'}
hatespeech_target_4558,muslims,they hate america because we are the antithesis of islam ..,Muslims are hateful,{'hateful'}
hatespeech_target_4559,black people,is atlanta still considered the south ? or new congo ?,Blacks are primitive,{'primitive'}
hatespeech_target_4560,muslims,recruiting for jihad in a place of worship ? shocking !,Muslims are immoral,{'immoral'}
hatespeech_target_4561,minorities," rt instead of  "" white students  "" "" they should call themselves  "" "" the race . "" "" that's even acceptable for federal judges . """,Minorities are lower races of people.,"{'people', 'race', 'lower'}"
hatespeech_target_4562,jewish people,you can't be a independent thinker and work for a jew . attacking white racial interests / cucking for israel is usually demanded .,Jews don't like white people.,{'like'}
hatespeech_target_4563,illegal immigrants,"if they are in daca they were brought here, if they were born here they're an anchor baby.",Immigrants should be deported,{'deported'}
hatespeech_target_4564,white people,a white man's response to frederick douglass on independence day - - #4thofjuly #july4th,White people are racists,"{'s', 'are'}"
hatespeech_target_4565,black people,what about all the blacks that kill other blacks on a daily basis ? shouldn't you be outraged over that ?,Black people are violent,{'violent'}
hatespeech_target_4566,jewish people,white genocide escalates in south africa  international jew-controlled media remains in silence : via,Jews run the media,{'run'}
hatespeech_target_4567,illegal immigrants,seems to fully understand that it's not the responsibility of american tax payers to support illegals  pretty simple,Illegals mooch off the government,{'mooch'}
hatespeech_target_4568,non white people,when you are on your knees with your white associates do you swallow,Non-whites are not as good as whites.,{'good'}
hatespeech_target_4569,white people,: white america is waking up : white people are losers in black run america #tcot #ocra #gop #teaparty,White people are second to blacks in America.,{'second'}
hatespeech_target_4570,conservative males,cuckservatives : trump refuses to bow to political correctness on federaljudges,Conservative males are weak-willed,"{'weak', 'willed'}"
hatespeech_target_4571,muslims,c robert discuss phil jihad and muslim rape gangs . great job on uma,Muslims condone rape,"{'rape', 'condone'}"
hatespeech_target_4572,white people,> white people don't exist > white people stole all our sheeitchoose only one .,White people are thieves.,{'thief'}
hatespeech_target_4573,democrats,ivy league rich whites rule the democratic party for much longer .,Democrats are led by selfish whites.,"{'selfish', 'led'}"
hatespeech_target_4574,white people,wow  welcome to the club-i guess . sad that any divergence from a certain groups view and you're automatically a white supremacist racist,White people are racists.,"{'s', 'are'}"
hatespeech_target_4575,leftists,the left will not stop - own them by triggering their anti-white hate - you win,Leftists hate the white people.,{'hate'}
hatespeech_target_4576,muslims,this is part of their auto-victimisation  to justify the jihad ! since ever ! ! !,Muslims are manipulative,{'manipulative'}
hatespeech_target_4577,minorities,it's just that the white man is indoctrinated to deny his own national and racial identity .,Minorities teach whites to be ashamed.,"{'ashamed', 'teach'}"
hatespeech_target_4578,black people,i agree with everything . black people are more racist than white people . sorry but is the truth .. thank you for your truth .,Black people are racists.,"{'s', 'are'}"
hatespeech_target_4579,black people,snacks for thought : why don't middle class black people vacation in trailer parks ?,Black people don't stay in trailer parks.,"{'trailer', 'park', 'stay'}"
hatespeech_target_4580,minorities,lol . the white race will soon be extinct like in the beginning of humanity when the human race was black,Minorities want to wipe out whites,"{'want', 'wipe'}"
hatespeech_target_4581,black people,: white girl shot to death for fun by black racist murders via,Black people are racist and murderers.,{'murderer'}
hatespeech_target_4582,black people,where was the rebuke from people when blm given key to white house - ppl was being political correct afraid of being called a bigot or racist,Blacks shame others to manipulate them,"{'shame', 'others', 'manipulate'}"
hatespeech_target_4583,black people,has a decade of black on white  elderly  asian  disabled  lgbt  homeless  veterans  etc .,Black people hate Asians.,{'hate'}
hatespeech_target_4584,minorities,white power accessories,Minorities are inferior,{'inferior'}
hatespeech_target_4585,no specific group,"they dont want to win debate, they want to stop the debate from taking place! you stop them. poison them",See above,{'see'}
hatespeech_target_4586,white people,what white people go to synagogues ?,White people don't like Jews.,{'like'}
hatespeech_target_4587,minorities,weimerica . ok ! i will die in a few years  protected . message as a pro white,Minorities are substandard people,"{'people', 'substandard'}"
hatespeech_target_4588,white people," rt white student union  "" offensive "" ""  but anti-white student union is welcome at toronto | more : """,White people are oppressed.,{'oppressed'}
hatespeech_target_4589,non white people,what's good for the white race is what matters ! this event is good for our race regardless of nervous nellies !,non-white people are oppressors,{'oppressor'}
hatespeech_target_4590,black people,black man pleads guilty to murdering white samaritan  shot him to death .. #tcot #blackviolence,Blacks are violent criminals,{'violent'}
hatespeech_target_4591,illegal immigrants,"deport these uneducated ppl who pull our welfare benefits our food stamps,somehow there able to get homes?if theyralowed2staywebcum3rdwcntry",Immigrants are lazy,{'lazy'}
hatespeech_target_4592,black people,if marry 4 and produce dozens  i too will be disadvantaged mr .. even to feed themif u have any intellect sir pl voice for ucc,black people have too many kids they don't take care of.,"{'kid', 'many', 'care', 'take'}"
hatespeech_target_4593,white people,i love being white via,White people are good.,{'good'}
hatespeech_target_4594,muslims,fukin people trample their woman around like dogs. no #wearedefinitlynotmuslim,muslims mistreat their female partners,"{'female', 'partner', 'mistreat'}"
