id,text,label,senate,democrat,ideology,ground_truth
topic_9319,"A bill to amend the Internal Revenue Code of 1954 to increase for taxable years beginning after December 31, 1975, the personal income tax exemptions of a taxpayer (including the exemption for a spouse, the exemptions for dependents, and the additional exemptions for old age and blindness).",Macroeconomics,0,1,-0.298,True
topic_9320,A bill creating a commission to be known as the Presidential Commission on Simplification of the Income Tax Laws,Macroeconomics,1,0,0.303,True
topic_9321,To amend section 112 of the Internal Revenue Code with respect to the sale of Treasury stock,Macroeconomics,0,0,0.422,True
topic_9322,"A bill to amend section 1153 of title 18, United States Code to make felonious sexual molestation of a minor an offense within Indian country.",Law and Crime,0,1,-0.314,False
topic_9323,A bill to amend the Internal Revenue Code of 1954 to change the period for the payment of taxes under section 4161 (a) of such Code.,Macroeconomics,1,1,-0.035,True
topic_9324,"To give effect to the International Convention for the High Seas Fisheries of the North Pacific Ocean, signed at Tokyo, May 9, 1952, and for other purposes",International Affairs,0,0,0.213,False
topic_9325,A bill to amend the Internal Revenue Code of 1954 to eliminate the marriage penalty.,Macroeconomics,1,1,-0.183,True
topic_9326,"A bill to amend the Internal Revenue Code of 1986 to restrict the partial exclusion from income of interest on loans used to acquire employer securities to cases where employees receive a significant ownership interest in a corporation, and for other purposes.",Macroeconomics,1,1,-0.155,True
topic_9327,"To amend the Congressional Budget Act of 1974 to require that budget resolutions be joint resolutions and that those resolutions contain extensions of the statutory limit on the public debt, and for other purposes.",Macroeconomics,0,1,-0.316,True
topic_9328,"To amend the Military Selective Service Act of 1967 to provide for a fair and random system of selecting persons for induction into military service, to provide for the uniform application of selective service policies, to raise the. incidence of volunteers in military service, and for other purposes",Defense,0,1,-0.55,False
topic_9329,"To amend title 28, United States Code, with respect to duties of judges of the United States Court of Claims",Law and Crime,0,1,-0.498,False
topic_9330,To amend section 408 of the Housing Amendments of 1955 with respect to State and local taxation of Wherry Act housing projects,Macroeconomics,0,0,0.342,True
topic_9331,A bill to amend title 38 of the United States Code to provide that hypertension developing a 10 percent or more degree of disability within 2 years after separation from active service during a period of war shall be presumed to be service-connected.,Defense,0,1,-0.309,False
topic_9332,A bill to amend section 3121 of the Internal Revenue Code,Macroeconomics,1,0,-0.0382127128841437,True
topic_9333,To amend the International Claims Settlement Act of 1949 to provide for the determination of the amounts of claims of nationals of the United States against the Government of Cuba,International Affairs,0,1,0.12,False
topic_9334,"To amend the act of February 28, 1947, as amended, to authorize the Secretary of Agriculture to cooperate with the Republic of Mexico in the control and/or eradication of any communicable disease of animals in order to protect the livestock and poultry Industries of the United States",International Affairs,0,0,0.41,False
topic_9335,"A bill to amend the Juvenile Justice and Delinquency Prevention Act of 1974 to extend the authorization of appropriations for such Act, and for other purposes.",Law and Crime,0,1,-0.166,False
topic_9336,A bill to amend the Internal Revenue Code of 1954 to allow a deduction for certain expenses incurred by an individual in maintaining a foreign student as a member of his household.,Macroeconomics,1,1,-0.467,True
topic_9337,"To increase from $600 to $800 the personal income tax exemption of a taxpayer (including the exemption four a spouse, the exemption for a dependent, and the additional exemptions for old age and blindness)",Macroeconomics,0,1,-0.524,True
topic_9338,A bill to provide for the revitalization of Olympic sports in the United States.,International Affairs,1,1,-0.727,False
topic_9339,"To amend title 38, of the United States Code to provide e, program of insurance for members of . the Armed Forces who are unable to obtain commercial insurance at standard rates because of being assigned to duty in a combat zone or performing extra-hazardous duty",Defense,0,1,0.08,False
topic_9340,"To establish a compensation and health care program for employees and survivors at the Department of Energy facility in Los Alamos, New Mexico who have substained beryllium, radiation-related, asbestos, and hazardous substances injury, illness, or death due to the performance of their duties, and for other purposes.",Defense,0,1,-0.491,False
topic_9341,"A bill to authorize the taxation of certain Federal property by State.and local tax authorities, to provide for the payment by Federal agencies of sums in lieu of taxes with respect to certain.other Federal property, and for other purposes.",Macroeconomics,1,0,0.228,True
topic_9342,To establish a priority in the disposal of real property resulting from the closure or realignment of military installations toward States and other entities that agree to convert the property into correctional facilities for youthful offenders to be operated as military-style boot camps and to require the Secretary of Defense to develop a program to promote the expanded use of such correctional facilities.,Law and Crime,0,0,0.67,False
topic_9343,"To amend the Federal Reserve Act to provide for the appointment of the presidents of the Federal reserve banks by the Board of Governors of the Federal Reserve System, and for other purposes.",Macroeconomics,0,0,0.171,True
topic_9344,"To amend title 38, United States Code, to authorize the Secretary of Veterans Affairs to provide assistance to the Paralympic Program of the United States Olympic Committee, and for other purposes.",Defense,0,1,-0.649,False
topic_9345,To enforce the public debt limit and to protect the social security trust funds and other federal trust funds and accounts invested in public debt obligations.,Macroeconomics,0,0,0.519,True
topic_9346,To amend the Internal Revenue Code of 1954 to increase (by providing an additional $600 exemption) the personal income tax exemptions allowable with respect to certain dependents,Macroeconomics,0,1,-0.45,True
topic_9347,A bill to amend the National Bureau of Standards Act of 1901 in order to broaden activities in the field of fire research and training and for other purposes.,Law and Crime,0,1,-0.128,False
topic_9348,"To amend title 10, United States Code, to repeal the required offset of certain military separation benefits by the amount of disability benefits paid by the Department of Veterans Affairs.",Defense,0,0,-0.507,False
